num_artists,num_playlists,streams,bpm,bpm_category,scale,danceability,valence,energy,acousticness,instrumentalness,liveness,speechiness,is_hyper_popular
1,892,338422004,130,Medium,Major,82,50,67,12,0,13,5,False
2,2610,335222234,100,Low,Major,86,67,66,14,0,12,16,False
1,4096,335074782,105,Low,Major,95,62,52,3,0,5,16,False
1,4449,334733572,107,Low,Major,72,36,72,26,6,11,4,False
2,1890,33381454,140,Medium,Minor,49,50,37,87,0,11,35,False
4,3559,333146475,170,High,Minor,80,77,85,11,0,17,14,False
1,2616,332506354,142,Medium,Minor,64,31,72,15,0,9,5,False
1,1452,331511413,126,Medium,Major,63,56,43,24,0,12,23,False
1,736,330881149,77,Low,Major,72,70,82,2,0,4,17,False
1,457,330346424,92,Low,Major,81,39,60,31,0,7,3,False
1,2699,328207708,164,High,Major,70,39,56,6,0,9,7,False
5,197,32761689,101,Low,Major,92,59,51,41,51,26,8,False
3,272,327498031,95,Low,Minor,84,49,72,8,0,15,8,False
1,4440,326792833,122,Medium,Major,70,91,79,3,0,7,10,False
2,4942,325592432,120,Medium,Major,70,70,79,7,0,18,10,False
1,166,32526947,125,Medium,Major,53,32,66,38,0,9,3,False
2,782,323455692,113,Medium,Major,70,97,59,55,0,27,12,False
2,2415,323437194,110,Low,Major,66,19,32,69,0,12,4,False
3,889,323358833,115,Medium,Major,71,34,88,16,0,44,4,False
2,3328,322336177,93,Low,Minor,63,34,86,26,0,21,39,False
1,866,319757142,140,Medium,Major,59,73,45,44,0,34,3,False
1,768,31959571,108,Low,Minor,46,23,48,75,30,14,4,False
1,288,319566866,96,Low,Minor,70,40,51,35,0,10,4,False
2,1681,319546754,108,Low,Major,78,55,60,59,0,7,4,False
1,86,31873544,128,Medium,Minor,81,90,77,1,0,9,5,False
1,2304,317726339,108,Low,Major,64,4,40,6,0,10,6,False
1,509,317622165,139,Medium,Major,44,18,38,70,0,12,4,False
1,1179,313113297,142,Medium,Major,87,93,59,28,0,17,5,False
1,1188,312622938,94,Low,Minor,76,81,80,20,0,25,4,False
1,3291,311482393,139,Medium,Major,58,30,46,14,0,9,3,False
3,3517,311395144,78,Low,Minor,77,49,42,1,1,13,19,False
1,3469,309653982,120,Medium,Minor,82,55,45,15,3,9,10,False
2,2460,309483971,94,Low,Minor,74,64,73,6,0,10,6,False
2,1367,307752576,110,Low,Major,80,26,85,23,0,11,21,False
2,592,307370144,98,Low,Major,70,37,54,6,0,9,8,False
1,753,305771063,118,Medium,Minor,70,54,71,0,0,33,4,False
1,1443,305650299,85,Low,Major,71,43,65,23,0,9,5,False
1,873,30546883,78,Low,Major,44,14,9,96,0,10,3,False
2,2651,304118600,94,Low,Major,89,61,66,17,0,36,16,False
2,3006,304079786,107,Low,Major,87,20,83,0,4,31,9,False
1,86,30343206,146,Medium,Minor,50,67,89,0,0,19,8,False
1,3133,303236322,144,Medium,Minor,65,23,80,14,63,11,6,False
1,629,303216294,94,Low,Major,73,65,79,5,2,11,6,False
1,829,302006641,172,High,Major,56,68,89,4,0,33,19,False
1,5542,301242089,140,Medium,Minor,81,39,66,38,0,12,14,False
1,761,301051721,105,Low,Minor,88,82,80,8,0,11,8,False
2,4531,300983101,127,Medium,Major,77,53,78,19,0,29,4,False
1,695,299648208,189,High,Major,55,86,44,40,0,7,4,False
2,3501,299634472,124,Medium,Major,81,68,63,17,0,10,22,False
1,2301,298063749,146,Medium,Minor,74,51,45,86,0,21,38,False
1,3311,297328960,177,High,Major,25,17,30,90,0,13,3,False
3,6290,295998468,113,Medium,Major,73,72,32,77,0,15,5,False
1,77,29562220,134,Medium,Minor,81,53,72,51,0,12,5,False
2,3879,295307001,120,Medium,Minor,91,63,77,12,1,10,5,False
2,685,295152154,136,Medium,Major,77,71,75,33,1,13,4,False
2,2418,294352144,115,Medium,Minor,95,43,69,47,0,9,31,False
1,4526,293466523,88,Low,Minor,80,55,56,13,0,8,9,False
1,3242,293186992,148,Medium,Major,51,27,33,48,0,22,3,False
2,971,291709698,124,Medium,Minor,73,68,83,55,0,90,7,False
1,2775,290833204,146,Medium,Major,69,63,45,48,0,18,4,False
1,1211,290228626,79,Low,Major,63,76,67,38,0,6,4,False
1,17836,2887241814,110,Low,Major,50,45,41,75,0,11,3,True
2,536,288101651,149,Medium,Major,66,85,60,40,0,14,13,False
2,527,287278853,99,Low,Minor,79,64,59,28,0,11,14,False
1,1950,287201015,78,Low,Major,40,7,29,62,0,9,3,False
3,5290,286739476,123,Medium,Minor,60,46,71,3,0,16,4,False
1,24529,2864791672,98,Low,Minor,82,54,59,69,0,18,10,True
3,2110,286400165,88,Low,Minor,68,17,71,15,0,11,5,False
1,2536,284908316,100,Low,Major,36,28,28,81,0,18,3,False
1,9389,284819874,150,Medium,Major,42,20,86,21,0,9,9,False
1,2163,284785823,82,Low,Major,40,39,64,21,0,7,7,False
2,349,284249832,92,Low,Minor,71,67,60,7,0,6,4,False
2,4967,284216603,126,Medium,Major,67,49,77,11,0,19,11,False
1,829,283359161,121,Medium,Minor,86,67,65,42,0,35,7,False
1,1004,283332261,188,High,Minor,50,41,50,69,0,12,6,False
1,3618,282883169,80,Low,Minor,56,19,46,92,72,11,3,False
2,24094,2808096550,90,Low,Major,76,91,50,54,0,7,5,True
1,1112,279737940,105,Low,Major,81,77,79,19,0,47,8,False
5,2341,279717388,110,Low,Major,91,59,82,8,0,6,8,False
1,1647,278920007,164,High,Minor,70,58,57,25,0,15,7,False
1,2537,277132266,100,Low,Major,90,75,50,11,0,9,26,False
3,1682,276259178,119,Medium,Minor,75,48,53,18,0,18,34,False
2,763,2762,162,High,Major,49,78,64,19,0,11,4,False
1,1494,273914335,122,Medium,Major,70,46,76,30,0,9,45,False
1,2302,273194684,142,Medium,Major,56,40,54,72,0,10,4,False
3,2995,273005485,98,Low,Minor,83,63,74,14,0,16,6,False
1,1911,272377463,145,Medium,Minor,70,34,55,43,0,16,6,False
2,2942,271666301,125,Medium,Major,50,39,78,4,0,11,33,False
3,43257,2713922350,104,Low,Major,77,36,63,1,0,36,5,True
1,993,267789608,130,Medium,Major,74,79,87,45,0,30,3,False
1,1756,267758538,180,High,Major,65,37,58,2,0,4,31,False
2,2127,266624541,178,High,Minor,79,58,78,34,0,11,25,False
2,17050,2665343922,170,High,Major,59,48,76,4,0,10,5,True
1,794,265882712,150,Medium,Major,34,24,56,4,0,11,3,False
1,767,265548837,125,Medium,Major,68,80,92,10,0,9,12,False
1,799,264717480,105,Low,Minor,81,70,65,24,0,8,4,False
2,772,263894529,158,Medium,Minor,46,62,83,53,0,97,28,False
1,1473,263779030,138,Medium,Major,69,35,57,12,0,10,9,False
2,1254,263453310,158,Medium,Major,65,72,95,31,0,92,5,False
1,795,263280370,120,Medium,Minor,81,72,65,4,0,14,4,False
2,1057,261414174,84,Low,Major,67,78,63,29,0,12,5,False
2,2999,261286503,108,Low,Minor,96,71,42,57,0,8,9,False
1,6952,261116938,147,Medium,Major,67,69,72,17,0,19,3,False
1,18986,2594040133,125,Medium,Minor,77,74,78,4,0,23,11,True
2,28032,2591224264,95,Low,Major,75,64,52,41,0,11,3,True
1,2026,258714692,85,Low,Minor,74,61,52,30,0,26,9,False
2,580,258316038,122,Medium,Minor,80,62,69,28,0,13,7,False
2,29536,2565529693,186,High,Major,68,49,59,16,0,13,28,True
1,2649,256483385,137,Medium,Minor,64,88,72,51,0,17,5,False
1,16596,2559529074,95,Low,Major,60,17,45,16,0,11,2,True
1,539,255932395,140,Medium,Minor,74,96,80,18,0,5,5,False
1,22543,2557975762,81,Low,Major,76,53,53,44,0,9,9,True
1,2092,255120451,147,Medium,Major,60,58,69,2,0,58,4,False
1,2350,254218729,125,Medium,Major,88,28,66,6,0,13,31,False
1,1948,253650850,80,Low,Minor,80,16,28,17,0,12,39,False
2,3541,252871192,172,High,Minor,31,4,86,1,0,28,17,False
1,23575,2513188493,174,High,Minor,52,66,73,34,0,31,6,True
2,1962,250305248,150,Medium,Major,68,14,76,4,0,10,4,False
2,214,24975653,143,Medium,Major,83,25,69,4,0,23,12,False
2,1401,248511839,128,Medium,Minor,82,42,75,6,0,63,6,False
2,15010,2484812918,117,Medium,Minor,76,77,52,4,0,8,3,True
2,893,248088961,120,Medium,Minor,84,96,71,18,0,34,17,False
1,521,247737946,120,Medium,Major,83,59,73,6,0,5,11,False
1,3682,247689123,156,Medium,Major,72,92,77,9,0,8,11,False
1,1703,246390068,148,Medium,Major,47,15,52,38,13,29,5,False
1,590,246376690,130,Medium,Minor,51,50,76,30,0,10,7,False
1,897,246127838,115,Medium,Minor,85,72,58,9,0,49,12,False
7,1034,245400167,174,High,Minor,67,74,75,44,0,7,30,False
1,8612,245350949,152,Medium,Minor,69,94,71,79,0,7,8,False
1,2979,245095641,144,Medium,Major,74,39,65,5,1,11,35,False
1,1189,244928911,120,Medium,Major,90,73,51,39,0,9,6,False
1,407,244891912,92,Low,Major,58,27,36,86,0,9,3,False
1,5898,244790012,128,Medium,Major,58,68,91,2,0,27,11,False
1,2050,244741137,81,Low,Major,38,20,66,9,0,9,8,False
1,1640,244658767,150,Medium,Minor,90,64,14,67,35,11,10,False
2,5153,244585109,137,Medium,Major,74,71,89,24,61,15,5,False
1,9122,242767149,126,Medium,Major,34,35,76,39,0,8,5,False
1,15722,2420461338,99,Low,Major,40,45,56,69,0,9,5,True
3,2442,240918092,132,Medium,Major,82,49,88,20,0,21,3,False
1,4310,240769997,115,Medium,Major,60,37,71,8,0,48,4,False
3,648,240684449,133,Medium,Minor,82,52,61,38,0,14,27,False
1,1105,240661097,174,High,Major,58,56,83,5,0,7,4,False
2,343,240580042,150,Medium,Major,53,14,43,64,0,13,3,False
1,2520,239411309,102,Low,Minor,67,72,74,30,0,36,4,False
1,2528,238350348,148,Medium,Major,51,21,63,5,0,41,3,False
3,4627,237351106,101,Low,Minor,78,40,74,36,0,17,27,False
4,759,236940480,170,High,Minor,70,61,44,40,0,37,4,False
2,2605,236872197,98,Low,Minor,68,33,43,38,0,36,14,False
2,660,236857112,98,Low,Major,73,88,57,56,0,5,2,False
1,2094,236060709,165,High,Major,72,90,48,32,0,18,23,False
2,15032,2355719893,115,Medium,Minor,35,12,30,93,0,10,3,True
1,452,235549288,132,Medium,Major,92,53,62,7,0,63,10,False
2,894,233801632,160,Medium,Major,69,61,71,33,0,31,20,False
1,1933,233671263,118,Medium,Major,56,20,54,67,0,6,5,False
1,839,232896922,124,Medium,Minor,84,64,39,3,0,11,4,False
1,21915,2322580122,95,Low,Major,55,56,82,12,0,34,5,True
1,1492,231996128,80,Low,Major,76,92,62,6,0,8,13,False
1,2265,231657891,121,Medium,Major,64,80,88,0,0,12,6,False
3,1267,231332117,93,Low,Minor,84,96,79,43,0,18,11,False
1,27119,2303033973,124,Medium,Minor,79,68,79,1,0,10,8,True
1,629,229497852,104,Low,Major,86,43,62,5,0,13,14,False
1,1856,229473310,124,Medium,Major,95,36,37,35,0,10,28,False
1,14749,2288695111,84,Low,Minor,44,22,48,38,0,33,24,True
1,16413,2282771485,124,Medium,Major,61,41,81,5,2,10,3,True
1,33032,2280566092,79,Low,Major,78,58,45,47,0,18,3,True
1,2499,227918678,82,Low,Major,70,31,34,60,1,11,4,False
2,3270,226897599,125,Medium,Major,69,70,89,4,0,49,3,False
1,864,22581161,126,Medium,Minor,74,35,84,0,0,11,6,False
1,2795,225259194,170,High,Major,65,46,47,12,0,13,16,False
1,1585,225093344,130,Medium,Major,52,24,60,0,0,8,3,False
1,18778,2236667932,108,Low,Major,61,20,38,61,0,10,5,True
2,2114,223633238,124,Medium,Minor,78,70,68,3,1,11,4,False
5,1845,223582566,95,Low,Major,77,72,87,17,0,7,5,False
8,1560,223319934,84,Low,Minor,56,61,76,10,0,14,11,False
1,1608,223064273,109,Low,Major,75,11,50,20,0,30,17,False
2,1473,222612678,154,Medium,Major,64,61,91,15,0,72,4,False
1,2019,222410722,93,Low,Minor,65,79,66,31,0,22,7,False
1,2402,221752937,102,Low,Major,73,62,75,0,0,34,8,False
2,1701,221409663,113,Medium,Minor,79,66,74,8,0,11,5,False
2,23375,2204080728,103,Low,Minor,61,47,65,3,0,17,4,True
1,40112,2197010679,71,Low,Minor,41,23,40,27,0,30,5,True
3,1456,219196651,120,Medium,Major,77,94,87,2,0,23,12,False
1,1936,218320587,126,Medium,Major,66,12,35,55,0,9,14,False
1,1240,217672943,120,Medium,Major,91,63,58,52,0,31,22,False
2,16636,2159346687,96,Low,Major,57,30,40,38,0,26,3,True
1,23804,2135158446,129,Medium,Minor,57,41,66,63,0,12,5,True
1,571,213505179,97,Low,Major,80,36,86,4,0,3,5,False
2,1612,213438580,140,Medium,Minor,58,17,62,18,0,20,8,False
1,19664,2132335812,120,Medium,Major,70,59,75,24,0,9,4,True
1,1209,212351890,118,Medium,Major,63,60,70,5,0,9,31,False
1,22730,2123309722,100,Low,Major,61,53,38,84,0,28,44,True
1,651,212234990,120,Medium,Major,58,71,80,15,0,7,41,False
2,802,212109195,130,Medium,Major,91,91,96,3,0,3,9,False
1,461,211372494,138,Medium,Minor,74,65,67,46,0,36,4,False
2,5120,211050784,143,Medium,Major,64,31,87,4,4,8,4,False
1,574,210038833,102,Low,Major,58,29,94,0,0,9,11,False
2,1517,209768491,92,Low,Minor,73,37,74,28,0,14,6,False
2,1097,209106362,118,Medium,Minor,82,75,85,33,1,11,4,False
1,27221,2086124197,120,Medium,Major,42,33,26,92,0,13,3,True
2,911,208166039,135,Medium,Minor,78,55,57,4,0,10,8,False
3,1638,207033255,130,Medium,Minor,69,36,90,1,10,15,4,False
1,1020,206399629,80,Low,Major,52,57,48,86,0,15,39,False
1,2578,203680270,80,Low,Minor,39,45,55,73,0,9,21,False
1,481,203436468,125,Medium,Major,54,22,76,0,0,14,3,False
1,968,203221468,140,Medium,Major,53,51,70,49,0,14,3,False
1,200,202677468,72,Low,Major,64,76,44,70,9,12,4,False
1,1613,202452860,79,Low,Major,34,22,31,43,63,10,7,False
1,2988,201660859,150,Medium,Minor,55,30,78,24,0,12,8,False
1,29215,2011464183,122,Medium,Minor,66,48,71,6,0,12,4,True
2,755,200972675,94,Low,Major,52,68,69,13,0,33,8,False
1,31123,2009094673,102,Low,Major,48,50,73,43,0,15,4,True
1,2800,200660871,143,Medium,Major,53,50,79,0,0,8,3,False
2,1313,200647221,133,Medium,Minor,85,81,67,26,0,12,5,False
1,1986,199587884,183,High,Major,65,88,72,36,14,20,3,False
1,688,199386237,75,Low,Minor,80,46,62,3,6,11,46,False
1,731,198883004,106,Low,Major,86,86,79,11,0,8,9,False
2,1652,198365537,130,Medium,Major,77,20,70,1,0,16,5,False
2,406,198275403,139,Medium,Minor,70,77,48,37,0,12,5,False
2,625,197643795,98,Low,Major,78,83,75,41,0,27,8,False
1,50887,1970673297,124,Medium,Major,53,66,78,0,0,16,5,True
1,5328,195918494,151,Medium,Major,73,88,67,20,0,32,5,False
1,5263,195628667,125,Medium,Minor,51,5,68,12,2,15,6,False
1,2915,195576623,107,Low,Major,78,39,53,30,0,11,6,False
3,1602,195516622,88,Low,Minor,49,24,66,19,0,18,29,False
3,6074,1953533826,146,Medium,Major,63,88,93,3,0,10,8,True
2,2129,194902696,84,Low,Minor,71,39,86,2,0,51,25,False
1,25744,1947371785,136,Medium,Minor,36,12,57,9,0,14,8,True
1,2939,193443895,150,Medium,Minor,65,11,58,0,0,12,9,False
1,33206,1929770265,150,Medium,Minor,91,42,60,0,0,9,12,True
1,489,191945597,170,High,Minor,78,75,46,62,0,12,35,False
3,1112,191873381,135,Medium,Major,77,74,74,47,0,34,8,False
1,2814,191448892,137,Medium,Minor,88,8,49,9,0,9,14,False
3,1930,191333656,122,Medium,Minor,75,45,63,6,0,35,12,False
1,1185,190981339,143,Medium,Major,68,41,55,16,0,10,12,False
3,3983,190625045,100,Low,Minor,82,76,70,16,0,8,5,False
1,816,190490915,121,Medium,Minor,94,71,61,12,0,53,42,False
2,27705,1897517891,124,Medium,Minor,79,59,86,4,0,8,11,True
1,615,189476119,120,Medium,Minor,77,78,91,14,0,33,12,False
1,2171,189236868,106,Low,Minor,83,90,64,35,5,9,4,False
2,672,188933502,150,Medium,Major,61,39,73,37,0,11,3,False
1,15563,1887039593,166,High,Minor,56,68,66,28,0,11,18,True
3,540,187772591,115,Medium,Minor,78,63,64,1,0,7,4,False
1,1900,187703102,114,Medium,Minor,71,90,81,31,2,13,3,False
3,648,187701588,161,High,Minor,59,62,60,12,0,5,44,False
1,1597,187339835,110,Low,Major,48,15,31,80,22,12,4,False
1,1747,186104310,177,High,Major,34,39,16,97,0,12,5,False
1,12685,1858144199,144,Medium,Major,59,21,43,76,0,10,7,True
1,1301,185550869,154,Medium,Major,54,45,79,1,0,17,5,False
1,975,185408548,160,Medium,Major,60,47,62,3,0,38,4,False
1,1473,185392587,180,High,Minor,65,52,80,5,0,6,25,False
1,1282,185240616,96,Low,Major,72,40,47,71,0,13,4,False
1,625,185236961,103,Low,Major,61,38,62,14,0,23,40,False
3,1150,184937148,141,Medium,Major,59,56,63,12,0,6,36,False
1,801,184826429,138,Medium,Major,70,31,44,84,0,9,39,False
1,220,184807630,130,Medium,Major,49,14,40,82,0,11,3,False
1,2264,184706613,150,Medium,Major,37,27,56,8,0,13,3,False
2,1308,184622518,174,High,Major,68,45,71,18,0,11,25,False
2,1368,184308753,108,Low,Minor,44,38,77,9,0,9,20,False
1,26694,1840364617,180,High,Major,33,38,71,20,0,28,5,True
2,2186,183706234,141,Medium,Major,92,66,58,19,0,8,24,False
1,246,183273246,90,Low,Minor,68,54,76,21,0,11,20,False
1,32502,1829992958,171,High,Major,70,6,73,1,0,36,26,True
1,328,182978249,85,Low,Major,72,55,64,49,0,7,4,False
1,713,181831132,85,Low,Minor,65,36,47,31,0,12,10,False
2,13315,1814349763,150,Medium,Minor,74,89,70,2,0,5,6,True
1,1274,181382590,96,Low,Major,57,55,74,22,0,8,4,False
1,18371,1813673666,123,Medium,Minor,45,13,54,70,0,9,4,True
1,1800,181328253,140,Medium,Minor,51,66,53,60,0,11,18,False
1,51979,1806617704,148,Medium,Major,35,24,93,0,0,10,8,True
2,2577,180577478,93,Low,Major,63,93,88,1,0,12,4,False
2,15894,1802514301,103,Low,Minor,70,92,83,1,0,7,6,True
1,213,179659294,130,Medium,Major,51,18,44,76,0,11,3,False
1,21164,1791000570,100,Low,Minor,70,47,52,30,0,6,33,True
1,1379,179061440,172,High,Minor,74,46,58,15,0,13,8,False
1,33783,1788326445,85,Low,Major,55,42,53,17,0,22,3,True
1,4326,178660459,175,High,Major,51,94,34,73,0,10,5,False
3,859,178512385,82,Low,Major,79,48,84,13,0,21,23,False
3,4277,177740666,128,Medium,Major,60,23,91,0,0,12,3,False
1,1715,177503916,158,Medium,Major,48,55,84,43,0,15,12,False
3,903,177129919,90,Low,Minor,63,75,75,17,0,11,8,False
1,584,176553476,125,Medium,Minor,79,96,85,27,0,11,6,False
1,1639,176474912,123,Medium,Major,57,50,85,5,0,16,4,False
2,11215,1763363713,110,Low,Minor,73,14,57,40,0,11,5,True
4,870,176290831,135,Medium,Minor,93,77,45,25,0,13,27,False
3,894,176103902,130,Medium,Major,95,83,57,54,0,10,25,False
1,9974,1759567999,91,Low,Major,77,60,32,84,0,8,5,True
1,31358,1755214421,173,High,Major,43,28,66,0,0,23,3,True
1,888,175399345,176,High,Minor,72,96,63,25,0,21,7,False
1,2066,175097833,142,Medium,Minor,82,54,44,6,0,33,7,False
3,852,174006928,87,Low,Major,87,52,52,31,0,28,24,False
1,3486,173702135,96,Low,Minor,85,41,43,39,0,12,21,False
1,373,173627354,120,Medium,Major,62,32,76,0,0,39,4,False
1,12329,1735441776,179,High,Minor,61,76,51,30,0,38,15,True
1,2528,172825906,170,High,Major,50,37,90,0,0,12,5,False
1,2688,171788484,122,Medium,Minor,55,46,64,0,0,17,10,False
1,12382,1714490998,122,Medium,Major,86,97,80,36,0,9,6,True
3,2107,170732845,130,Medium,Minor,72,18,46,7,0,28,8,False
1,430,170709584,136,Medium,Minor,73,65,91,4,0,48,18,False
2,1338,170413877,158,Medium,Major,84,33,36,2,0,39,59,False
2,12854,1699402402,91,Low,Minor,70,76,72,22,0,27,4,True
2,22923,1695712020,171,High,Major,55,10,85,7,0,8,20,True
1,8528,1692897992,114,Medium,Minor,75,74,77,1,0,9,10,True
1,49991,1690192927,117,Medium,Major,52,73,91,0,0,11,7,True
1,21081,1687664027,112,Medium,Major,92,67,66,0,0,36,9,True
1,1054,168684524,101,Low,Major,90,76,81,15,24,33,6,False
1,340,168448603,132,Medium,Minor,59,56,82,12,0,12,6,False
1,925,167076418,94,Low,Major,42,47,36,76,0,9,5,False
1,134,166570053,120,Medium,Major,56,20,43,89,0,12,4,False
1,2420,1661187319,145,Medium,Major,60,43,27,94,0,14,4,True
1,2040,165584767,116,Medium,Major,90,96,73,62,0,9,4,False
1,6060,165484133,116,Medium,Major,82,40,66,39,51,25,7,False
1,514,164856284,154,Medium,Minor,70,97,62,47,0,10,4,False
1,2483,1647990401,134,Medium,Minor,59,51,52,9,0,15,7,True
2,928,164163229,96,Low,Major,61,32,90,25,0,10,9,False
1,21106,1641426668,109,Low,Major,63,46,85,1,0,9,5,True
1,1484,163284000,114,Medium,Minor,46,60,28,91,0,21,4,False
2,432,162887075,96,Low,Major,93,47,47,33,0,10,36,False
1,25065,1624165576,105,Low,Minor,55,40,90,1,0,32,6,True
2,681,161460990,132,Medium,Major,85,53,68,40,0,9,4,False
2,896,160845341,77,Low,Major,81,68,58,83,0,11,34,False
1,30992,1608164312,146,Medium,Major,56,21,44,73,0,11,2,True
1,8327,1608045237,112,Medium,Major,45,19,60,63,0,9,6,True
1,17492,1606986953,82,Low,Major,68,50,49,56,0,8,4,True
3,21097,1605224506,116,Medium,Major,80,92,80,4,0,10,3,True
1,525,16011326,128,Medium,Minor,86,42,72,59,0,9,19,False
1,710,160035717,140,Medium,Minor,84,61,42,31,0,9,9,False
1,22439,1593270737,117,Medium,Major,82,73,45,54,0,7,3,True
1,33898,1592909789,138,Medium,Minor,49,42,62,9,0,11,3,True
4,836,159240673,102,Low,Major,84,43,75,5,0,6,8,False
1,12688,1591223784,118,Medium,Major,68,61,82,2,0,50,3,True
2,265,158950978,145,Medium,Minor,76,80,81,19,0,6,9,False
1,1264,157990698,95,Low,Minor,69,90,91,6,0,35,4,False
2,15867,1575467011,111,Medium,Major,77,74,66,30,0,13,3,True
1,584,157136970,110,Low,Minor,81,61,93,49,0,12,11,False
1,1446,157058870,98,Low,Major,71,67,60,19,0,12,3,False
1,2575,156898322,87,Low,Major,52,32,83,24,0,17,43,False
1,162,156777415,140,Medium,Major,58,26,38,91,0,10,4,False
1,1966,156658366,90,Low,Minor,73,31,45,85,24,11,3,False
2,5184,156338624,133,Medium,Major,70,86,81,25,0,25,5,False
1,1225,156338624,133,Medium,Major,66,74,84,25,0,21,4,False
1,542,156214700,110,Low,Minor,81,64,79,5,0,31,3,False
1,565,155795783,97,Low,Major,78,31,72,1,0,11,4,False
2,1420,155653938,78,Low,Major,67,22,59,76,1,15,16,False
1,12755,1555511105,126,Medium,Minor,81,59,90,5,0,36,3,True
1,41231,1553497987,125,Medium,Major,45,67,90,9,11,10,5,True
2,1545,154863153,131,Medium,Minor,91,23,55,1,0,7,32,False
2,802,154797871,120,Medium,Major,72,54,71,26,0,10,4,False
1,2020,154356956,145,Medium,Major,66,24,58,17,0,19,5,False
1,601,154119539,135,Medium,Minor,89,89,86,16,0,8,5,False
1,984,153454328,154,Medium,Major,59,63,89,18,0,80,9,False
1,1133,153372011,107,Low,Minor,92,55,70,18,0,15,7,False
2,1729,153240879,104,Low,Minor,80,24,65,2,0,9,4,False
2,415,152850295,100,Low,Major,79,60,68,7,0,26,4,False
1,1992,150500965,158,Medium,Major,83,41,65,0,10,11,8,False
2,1529,149778242,95,Low,Major,64,30,77,46,0,38,6,False
1,811,148469433,142,Medium,Major,61,92,91,0,0,26,3,False
1,920,148461629,140,Medium,Minor,70,26,76,8,0,54,23,False
1,1622,1481349984,144,Medium,Major,73,87,70,6,0,28,5,True
2,14143,1479264469,110,Low,Major,74,51,74,2,0,29,4,True
1,44927,1479115056,84,Low,Minor,57,86,90,2,0,9,5,True
1,410,14780425,140,Medium,Major,56,48,73,0,0,35,4,False
1,1283,147538971,107,Low,Minor,66,47,40,72,0,11,3,False
2,356,147290338,182,High,Major,57,80,59,8,0,6,5,False
1,35684,1472799873,105,Low,Major,73,52,76,13,0,5,3,True
2,1430,146789379,134,Medium,Major,53,31,31,92,0,28,3,False
3,1208,146409671,94,Low,Major,82,53,67,34,0,9,8,False
1,686,146363130,108,Low,Major,71,55,44,74,0,11,6,False
3,869,146223492,138,Medium,Major,80,82,81,14,0,13,36,False
2,42798,1457139296,129,Medium,Major,86,75,52,54,0,10,4,False
1,17354,1456081449,126,Medium,Major,53,66,85,2,0,24,4,False
1,845,145458418,108,Low,Major,67,55,67,60,0,80,5,False
1,11087,1449799467,134,Medium,Major,45,17,60,21,0,33,4,False
1,25653,1449779435,150,Medium,Major,34,33,63,16,0,7,4,False
3,14140,1445941661,90,Low,Major,63,49,68,38,0,42,18,False
1,1553,144584800,92,Low,Major,57,68,76,7,0,33,3,False
2,2175,144565150,143,Medium,Major,83,69,44,15,0,10,33,False
2,8870,1440757818,92,Low,Minor,91,43,71,9,0,9,8,False
1,13454,1439191367,99,Low,Major,68,57,77,2,0,10,5,False
1,356,143573775,166,High,Major,57,84,94,11,0,37,9,False
2,6398,1435127549,176,High,Major,75,43,65,15,0,11,32,False
2,352,143139338,154,Medium,Minor,79,86,52,66,0,9,7,False
1,20763,1424589568,104,Low,Minor,95,78,66,3,0,4,6,False
3,561,142095275,192,High,Major,50,85,52,11,0,28,6,False
2,1794,141720999,104,Low,Major,73,25,61,1,0,32,7,False
2,553,141381703,125,Medium,Major,80,89,83,31,0,8,4,False
1,18515,1410088830,174,High,Major,45,10,37,97,25,64,4,False
1,10195,1406111294,142,Medium,Major,60,13,37,58,0,13,3,False
2,668,140430339,125,Medium,Minor,49,13,74,0,0,9,4,False
6,130,140187018,116,Medium,Minor,77,65,80,6,0,15,4,False
1,1397,140003974,138,Medium,Major,51,32,53,17,0,31,6,False
2,86,139836056,94,Low,Major,59,44,56,80,0,6,3,False
1,526,139681964,120,Medium,Major,77,94,66,65,0,38,3,False
1,315,139193812,119,Medium,Minor,87,28,50,12,0,10,10,False
2,967,138517666,154,Medium,Major,63,75,92,31,0,91,5,False
2,896,138334433,92,Low,Major,83,56,82,10,0,9,5,False
1,5897,1374581173,150,Medium,Minor,65,51,55,73,0,14,3,False
1,158,137123880,134,Medium,Major,70,35,41,41,0,10,3,False
1,1517,137070925,118,Medium,Major,42,32,20,94,0,11,4,False
1,608,136996305,100,Low,Major,87,46,60,1,0,13,16,False
1,8559,1367810478,134,Medium,Minor,71,59,80,13,0,36,5,False
2,313,136689549,100,Low,Minor,70,92,59,3,0,10,3,False
4,2313,136676504,120,Medium,Major,88,15,56,1,0,8,6,False
6,138,1365184,105,Low,Major,82,62,74,10,0,33,7,False
1,20111,1361425037,110,Low,Major,50,24,86,0,0,64,4,False
2,10624,1357608774,80,Low,Major,63,40,61,9,0,56,6,False
2,2209,135723538,114,Medium,Major,59,60,94,24,0,10,4,False
2,8506,1356565093,128,Medium,Major,62,55,78,1,3,23,4,False
1,353,135611421,155,Medium,Major,49,42,77,3,0,12,9,False
1,11434,1355959075,96,Low,Major,75,57,68,9,0,13,6,False
1,290,135444283,200,High,Minor,39,28,77,4,0,6,29,False
2,1175,135079152,123,Medium,Major,52,44,60,40,0,26,3,False
1,531,134294498,135,Medium,Major,81,97,77,75,0,35,3,False
1,2098,134255790,122,Medium,Major,64,25,89,0,0,15,9,False
